OrderID,ClientName,ProductType,ChannelSales,Priority,Units,UnitPrice,CostPrice,TotalSalesAmount,TotalCostAmount
E1690,Amy,Carnes,Offline,Medium,1003,692.24,193.67,694316.72,194251.01
E1691,Colin,Carnes,Online,High,5774,850.5,237.44,4910787,1370978.56
E1692,Whitney,Cuidado personal,Online,Low,5982,452.94,449.4,2709487.08,2688310.8
E1693,Ryan,Verduras,Offline,Low,5805,574.59,246.05,3335494.95,1428320.25
E1694,Jose,Verduras,Offline,Low,5614,485.45,333.07,2725316.3,1869854.98
E1695,Daniel,Frutas,Offline,High,3688,977.33,60.48,3604393.04,223050.24
E1696,Katie,Carnes,Offline,Medium,5336,915.43,113.73,4884734.48,606863.28
E1697,Lisa,Frutas,Offline,Medium,4474,680.94,22.69,3046525.56,101515.06
E1698,Amanda,Cosmeticos,Online,High,4727,811.05,27.58,3833833.35,130370.66
E1699,Julie,Bebida,Offline,Low,690,748.64,458.29,516561.6,316220.1
E1700,Dawn,Domestico,Offline,High,7475,662.27,435.99,4950468.25,3259025.25
E1701,Michael,Ropa,Online,Medium,8556,576.97,218.94,4936555.32,1873250.64
E1702,Lori,Cosmeticos,Offline,Low,9823,530.51,249.55,5211199.73,2451329.65
E1703,Brenda,Bebida,Offline,Critical,6869,917.31,160.35,6301002.39,1101444.15
E1704,Jennifer,Carnes,Offline,Medium,7571,617.63,378.67,4676076.73,2866910.57
E1705,Chad,Ropa,Offline,High,7767,620.55,131.59,4819811.85,1022059.53
E1706,Carla,Verduras,Offline,Low,8346,409.18,237.39,3415016.28,1981256.94
E1707,Emily,Material de oficina,Online,Low,8711,735.4,307.06,6406069.4,2674799.66
E1708,Michael,Cereales,Online,Medium,8915,430.5,251.48,3837907.5,2241944.2
E1709,Melissa,Bebida,Online,Medium,9730,486.94,319.78,4737926.2,3111459.4
E1710,Justin,Frutas,Online,Critical,2799,769.71,3.88,2154418.29,10860.12
E1711,Kenneth,Snacks,Online,Medium,2318,411.06,396.41,952837.08,918878.38
E1712,Andrew,Verduras,Offline,Low,1834,655.49,15.11,1202168.66,27711.74
E1713,Sara,Cereales,Online,Low,612,749.06,8.67,458424.72,5306.04
E1714,Cody,Bebida,Online,High,734,582.7,413.26,427701.8,303332.84
E1715,Jennifer,Carnes,Online,Medium,7563,517.28,114.6,3912188.64,866719.8
E1716,Jessica,Carnes,Online,High,2391,588.77,30.43,1407749.07,72758.13
E1717,Brandi,Alimento infantil,Online,Critical,249,945.85,419.25,235516.65,104393.25
E1718,Kenneth,Cereales,Offline,Low,4642,552.31,319.45,2563823.02,1482886.9
E1719,Timothy,Cosmeticos,Online,Low,454,886.06,361,402271.24,163894
E1720,Dean,Cereales,Online,Medium,5184,812.07,138.87,4209770.88,719902.08
E1721,Stacy,Domestico,Offline,Critical,8201,755.51,274.23,6195937.51,2248960.23
E1722,Joseph,Bebida,Offline,Medium,1214,521.67,10.2,633307.38,12382.8
E1723,Natasha,Material de oficina,Online,Low,2144,776.88,457.94,1665630.72,981823.36
E1724,Mark,Cereales,Offline,Medium,2947,422.77,40.76,1245903.19,120119.72
E1725,Julian,Cuidado personal,Online,High,4934,869.21,363.59,4288682.14,1793953.06
E1726,Cathy,Frutas,Online,High,6695,414.86,448.72,2777487.7,3004180.4
E1727,Nicole,Verduras,Offline,Low,1830,711.9,417.5,1302777,764025
E1728,Julie,Snacks,Online,Medium,7367,495.53,385.63,3650569.51,2840936.21
E1729,Larry,Cereales,Offline,High,6113,593.72,285.79,3629410.36,1747034.27
E1730,Sean,Carnes,Online,Medium,8157,786.34,55.36,6414175.38,451571.52
E1731,Kimberly,Ropa,Online,Low,8905,469.74,330.59,4183034.7,2943903.95
E1732,Michael,Verduras,Offline,Medium,355,825.15,279.73,292928.25,99304.15
E1733,Crystal,Cosmeticos,Offline,Low,4679,798.34,363.55,3735432.86,1701050.45
E1734,Courtney,Cereales,Online,Low,1652,664.73,39.93,1098133.96,65964.36
E1735,Kayla,Snacks,Online,Medium,476,490.37,75.85,233416.12,36104.6
E1736,Brenda,Cuidado personal,Offline,High,5189,518.67,384.16,2691378.63,1993406.24
E1737,Tiffany,Carnes,Online,Medium,9143,403.61,469.58,3690206.23,4293369.94
E1738,Patricia,Snacks,Offline,High,7104,577.07,134.02,4099505.28,952078.08
E1739,Ryan,Snacks,Online,Low,6798,694.7,125.65,4722570.6,854168.7
E1740,Joseph,Cereales,Offline,High,8021,869.83,224.7,6976906.43,1802318.7
E1741,Melissa,Carnes,Online,Medium,1440,407.64,210.83,587001.6,303595.2
E1742,Joshua,Domestico,Online,High,8649,503.9,145.21,4358231.1,1255921.29
E1743,Daniel,Ropa,Online,High,6955,501.71,189.33,3489393.05,1316790.15
E1744,Lori,Verduras,Online,Medium,4312,593.48,259.34,2559085.76,1118274.08
E1745,Brett,Alimento infantil,Online,High,4579,948.54,459.94,4343364.66,2106065.26
E1746,Chad,Cosmeticos,Online,Low,2540,795.78,441.05,2021281.2,1120267
E1747,Zachary,Domestico,Online,Low,7200,448.08,155.82,3226176,1121904
E1748,Danny,Cuidado personal,Online,High,2165,552.51,280.88,1196184.15,608105.2
E1749,Amanda,Domestico,Online,Medium,4889,455.89,444.85,2228846.21,2174871.65
E1750,James,Cereales,Online,Critical,5025,652.34,187.28,3278008.5,941082
E1751,Sabrina,Frutas,Online,Medium,8252,995.38,344.45,8213875.76,2842401.4
E1752,Craig,Cereales,Online,Low,1071,727.05,273.12,778670.55,292511.52
E1753,Katherine,Ropa,Offline,Critical,4339,943.58,414.45,4094193.62,1798298.55
E1754,Daniel,Alimento infantil,Offline,High,9323,607.51,103.97,5663815.73,969312.31
E1755,Michael,Material de oficina,Offline,Low,9088,954.74,199.19,8676677.12,1810238.72
E1756,Natasha,Cuidado personal,Offline,Low,6889,694.58,164.82,4784961.62,1135444.98
E1757,Melissa,Cosmeticos,Offline,High,7800,559.28,380.33,4362384,2966574
E1758,Nicole,Frutas,Offline,High,1446,418.92,155.47,605758.32,224809.62
E1759,Kevin,Cereales,Online,Medium,1983,632.63,442.1,1254505.29,876684.3
E1760,Eric,Verduras,Online,Medium,356,985.5,465.31,350838,165650.36
E1761,Joshua,Domestico,Online,High,2024,669.03,315.14,1354116.72,637843.36
E1762,Willie,Snacks,Online,Medium,8326,421.67,295.69,3510824.42,2461914.94
E1763,Jacqueline,Verduras,Online,Low,7688,862.04,146.46,6627363.52,1125984.48
E1764,Susan,Cereales,Offline,Medium,7738,560.63,231.23,4338154.94,1789257.74
E1765,Laurie,Domestico,Online,Low,325,498.67,497.74,162067.75,161765.5
E1766,Nicholas,Cuidado personal,Offline,High,3883,468.05,60.23,1817438.15,233873.09
E1767,Nicholas,Verduras,Online,Critical,4068,512.57,93.38,2085134.76,379869.84
E1768,Jessica,Carnes,Offline,Low,2672,522.3,336.98,1395585.6,900410.56
E1769,Michael,Ropa,Online,Critical,5446,852.33,377.19,4641789.18,2054176.74
E1770,Kimberly,Alimento infantil,Online,Low,7689,765.98,432.99,5889620.22,3329260.11
E1771,Thomas,Bebida,Online,High,870,643.26,394.39,559636.2,343119.3
E1772,Larry,Cosmeticos,Offline,Medium,4773,777.72,112.17,3712057.56,535387.41
E1773,Lori,Snacks,Offline,Low,4912,461.89,261.56,2268803.68,1284782.72
E1774,Andrea,Material de oficina,Offline,High,3772,855.74,66.52,3227851.28,250913.44
E1775,Chad,Frutas,Online,Critical,577,974.78,373.19,562448.06,215330.63
E1776,Michael,Frutas,Offline,Low,7695,932.69,174.42,7177049.55,1342161.9
E1777,Stephen,Carnes,Online,Critical,4102,725.36,61.52,2975426.72,252355.04
E1778,Tabitha,Material de oficina,Online,Medium,2305,880.01,235.58,2028423.05,543011.9
E1779,Michael,Carnes,Offline,High,5145,653.55,317.89,3362514.75,1635544.05
E1780,Michael,Verduras,Online,Critical,6263,795.91,389.62,4984784.33,2440190.06
E1781,Jennifer,Bebida,Offline,Critical,7032,612.02,189.92,4303724.64,1335517.44
E1782,Sarah,Material de oficina,Offline,Low,8785,970.38,443.57,8524788.3,3896762.45
E1783,Carla,Material de oficina,Online,High,9378,481.83,68.67,4518601.74,643987.26
E1784,Judith,Frutas,Offline,Low,8011,436.48,202.18,3496641.28,1619663.98
E1785,Alexander,Cuidado personal,Online,Critical,4300,903.6,342.07,3885480,1470901
E1786,Annette,Ropa,Offline,Critical,9942,629.28,290.56,6256301.76,2888747.52
E1787,Nicole,Ropa,Online,High,1080,631.49,193.13,682009.2,208580.4
E1788,Timothy,Frutas,Offline,Critical,3602,831.79,423.06,2996107.58,1523862.12
E1789,Cory,Alimento infantil,Offline,Low,1034,901.19,422.11,931830.46,436461.74
E1790,Hunter,Snacks,Online,High,4372,998.98,436.28,4367540.56,1907416.16
E1791,Isaiah,Frutas,Online,Low,3828,625.24,364.62,2393418.72,1395765.36
E1792,Jonathan,Carnes,Online,High,8511,677.66,489.06,5767564.26,4162389.66
E1793,Johnathan,Cereales,Offline,Low,1756,889.14,434.78,1561329.84,763473.68
E1794,Emma,Ropa,Offline,Critical,7702,629.07,337.35,4845097.14,2598269.7
E1795,Tiffany,Cuidado personal,Online,Low,7346,598.21,337.86,4394450.66,2481919.56
E1796,Kim,Cuidado personal,Online,High,9845,428.59,251.68,4219468.55,2477789.6
E1797,Daniel,Cereales,Offline,Critical,8295,556.63,317.4,4617245.85,2632833
E1798,Jared,Cereales,Offline,Critical,9764,611.44,348.32,5970100.16,3400996.48
E1799,Rita,Ropa,Offline,Medium,9494,846.06,189.04,8032493.64,1794745.76
E1800,Eric,Snacks,Offline,Low,2438,446.58,228.52,1088762.04,557131.76
E1801,Laura,Snacks,Offline,Low,4378,919.29,452.65,4024651.62,1981701.7
E1802,Tracey,Ropa,Offline,Critical,6718,930.53,148.93,6251300.54,1000511.74
E1803,Thomas,Bebida,Offline,High,9498,583.12,269.97,5538473.76,2564175.06
E1804,Lindsay,Alimento infantil,Online,Low,2735,875.78,212.69,2395258.3,581707.15
E1805,Lori,Frutas,Offline,Medium,4746,896.08,420.1,4252795.68,1993794.6
E1806,Anthony,Cosmeticos,Online,High,7753,743.58,225.51,5764975.74,1748379.03
E1807,Timothy,Alimento infantil,Online,Critical,465,738.31,332.14,343314.15,154445.1
E1808,Christina,Bebida,Offline,High,4728,613.35,160.56,2899918.8,759127.68
E1809,Joseph,Verduras,Offline,Critical,8740,928.79,454.4,8117624.6,3971456
E1810,Jacqueline,Cuidado personal,Offline,Medium,2085,927.5,232.53,1933837.5,484825.05
E1811,Deborah,Snacks,Online,Low,1824,746.79,217.41,1362144.96,396555.84
E1812,Courtney,Carnes,Offline,High,3239,502.21,107.76,1626658.19,349034.64
E1813,Desiree,Domestico,Online,Medium,1069,658.73,333.02,704182.37,355998.38
E1814,Phillip,Snacks,Online,Low,1627,404.96,403.05,658869.92,655762.35
E1815,Alexis,Material de oficina,Online,Low,8482,712.06,253.97,6039692.92,2154173.54
E1816,Steven,Cereales,Online,High,7079,776.56,20.58,5497268.24,145685.82
E1817,Amanda,Cereales,Online,Medium,4825,858.06,231.72,4140139.5,1118049
E1818,Monica,Snacks,Offline,Medium,4115,464.13,17.96,1909894.95,73905.4
E1819,Frank,Cuidado personal,Online,High,2326,542.81,407.67,1262576.06,948240.42
E1820,Joseph,Material de oficina,Online,High,4154,805.03,262.71,3344094.62,1091297.34
E1821,Adam,Carnes,Offline,Low,1471,491.72,96.88,723320.12,142510.48
E1822,Craig,Carnes,Offline,Medium,4430,809.4,365.77,3585642,1620361.1
E1823,Edward,Frutas,Offline,Medium,5953,484.43,390.39,2883811.79,2323991.67
E1824,Maxwell,Domestico,Offline,Low,6308,547.42,118.27,3453125.36,746047.16
E1825,Amanda,Cuidado personal,Online,High,6188,962.36,450.54,5955083.68,2787941.52
E1826,Brittany,Verduras,Offline,High,1687,802.87,283.4,1354441.69,478095.8
E1827,Susan,Verduras,Online,Critical,8457,834.28,140.24,7055505.96,1186009.68
E1828,Troy,Bebida,Offline,Low,2143,855.98,386.39,1834365.14,828033.77
E1829,George,Cosmeticos,Online,High,2820,602.07,345.91,1697837.4,975466.2
E1830,Joseph,Frutas,Online,Medium,7697,738.09,463.37,5681078.73,3566558.89
E1831,Michael,Domestico,Offline,Critical,6116,721.5,359.73,4412694,2200108.68
E1832,Jake,Ropa,Offline,High,9843,977.75,217.57,9623993.25,2141541.51
E1833,David,Bebida,Offline,Low,1421,915.8,281.63,1301351.8,400196.23
E1834,Donald,Frutas,Online,Medium,7876,737.12,202.76,5805557.12,1596937.76
E1835,Tracey,Carnes,Offline,Critical,1031,911.78,169.58,940045.18,174836.98
E1836,Cindy,Bebida,Offline,Critical,453,421.16,27.05,190785.48,12253.65
E1837,Amber,Frutas,Offline,High,4126,608.98,123.7,2512651.48,510386.2
E1838,Joseph,Carnes,Online,Low,4543,717.52,409.72,3259693.36,1861357.96
E1839,Zachary,Frutas,Online,Low,4065,522.89,452.45,2125547.85,1839209.25
E1840,Andrea,Domestico,Online,Medium,7641,762.23,184.67,5824199.43,1411063.47
E1841,Nancy,Cosmeticos,Online,Low,4536,998.79,420.22,4530511.44,1906117.92
E1842,Jeffrey,Frutas,Offline,Critical,3340,425.58,2.51,1421437.2,8383.4
E1843,Melanie,Cosmeticos,Offline,Low,2632,915.66,371.97,2410017.12,979025.04
E1844,Bruce,Frutas,Online,Low,5901,516.66,180.34,3048810.66,1064186.34
E1845,Sean,Carnes,Online,Critical,6347,981.48,41.6,6229453.56,264035.2
E1846,Amanda,Cuidado personal,Offline,Low,7784,692.9,230.49,5393533.6,1794134.16
E1847,Eric,Verduras,Online,High,4949,932.85,439.04,4616674.65,2172808.96
E1848,David,Cuidado personal,Offline,High,564,839.64,105.85,473556.96,59699.4
E1849,Brenda,Snacks,Online,Medium,5516,724.22,34.29,3994797.52,189143.64
E1850,Stephanie,Cosmeticos,Online,High,3540,886.3,109.71,3137502,388373.4
E1851,Melanie,Cereales,Online,Critical,6324,535.97,319.46,3389474.28,2020265.04
E1852,Margaret,Frutas,Offline,Critical,2362,939.85,257.46,2219925.7,608120.52
E1853,Patricia,Verduras,Online,Critical,5264,573.42,219.97,3018482.88,1157922.08
E1854,Mandy,Cuidado personal,Offline,Low,1597,462.66,280.67,738868.02,448229.99
E1855,Monica,Cereales,Offline,Critical,2636,658.03,84.56,1734567.08,222900.16
E1856,Kyle,Cosmeticos,Offline,High,3466,684.38,314.68,2372061.08,1090680.88
E1857,Brenda,Bebida,Online,Medium,2122,874.26,263.12,1855179.72,558340.64
E1858,David,Cereales,Online,Critical,1296,754.89,8.51,978337.44,11028.96
E1859,Brett,Cuidado personal,Offline,Critical,5614,816.94,83.03,4586301.16,466130.42
E1860,Duane,Domestico,Offline,Low,4324,921.72,357.41,3985517.28,1545440.84
E1861,Sonya,Frutas,Offline,High,1889,748.42,338.42,1413765.38,639275.38
E1862,Donald,Ropa,Online,Medium,1188,787.37,79.06,935395.56,93923.28
E1863,Kimberly,Bebida,Online,Critical,1960,839.94,328.62,1646282.4,644095.2
E1864,Eric,Alimento infantil,Offline,Critical,9797,596.7,173.91,5845869.9,1703796.27
E1865,Joshua,Frutas,Online,High,542,905.91,388.83,491003.22,210745.86
E1866,Amanda,Bebida,Online,High,2352,927.81,435.45,2182209.12,1024178.4
E1867,Michael,Cereales,Offline,High,554,746.61,250.46,413621.94,138754.84
E1868,Edward,Snacks,Online,Medium,6312,420.97,309.63,2657162.64,1954384.56
E1869,Phillip,Domestico,Offline,Medium,289,612.04,109.78,176879.56,31726.42
E1870,Joseph,Verduras,Online,High,8108,690.54,256.52,5598898.32,2079864.16
E1871,Amanda,Snacks,Online,Low,1778,981.96,269.2,1745924.88,478637.6
E1872,Kaitlin,Alimento infantil,Offline,Low,4160,854.95,249.59,3556592,1038294.4
E1873,George,Cereales,Online,Low,6686,608.66,342.16,4069500.76,2287681.76
E1874,Mary,Carnes,Offline,High,9652,823.29,219.88,7946395.08,2122281.76
E1875,Jeff,Cuidado personal,Online,Medium,3440,414.67,366.23,1426464.8,1259831.2
E1876,Nicholas,Cuidado personal,Online,Critical,964,661.46,363.08,637647.44,350009.12
E1877,Richard,Cosmeticos,Offline,Medium,641,965.28,416.44,618744.48,266938.04
E1878,Andrea,Cereales,Offline,Critical,6006,995.63,336.48,5979753.78,2020898.88
E1879,Emily,Bebida,Offline,Medium,2206,932.89,392.07,2057955.34,864906.42
E1880,William,Frutas,Online,Critical,2992,548.09,6.07,1639885.28,18161.44
E1881,Jessica,Alimento infantil,Online,Critical,1335,672.3,64.57,897520.5,86200.95
E1882,Desiree,Verduras,Online,Critical,5167,659.96,342.81,3410013.32,1771299.27
E1883,Amber,Cereales,Online,Low,4438,524.15,324.96,2326177.7,1442172.48
E1884,Mary,Ropa,Online,Low,2786,785.47,173.55,2188319.42,483510.3
E1885,Tracey,Verduras,Offline,High,7044,547.16,141.74,3854195.04,998416.56
E1886,Joseph,Cereales,Online,Critical,7271,862.25,386.69,6269419.75,2811622.99
E1887,Stuart,Verduras,Online,Critical,4103,954.53,147.51,3916436.59,605233.53
E1888,Brian,Material de oficina,Offline,Medium,6088,590.14,40.29,3592772.32,245285.52
E1889,Bianca,Frutas,Online,Critical,3379,879.79,413.49,2972810.41,1397182.71
E1890,Rachel,Carnes,Offline,Critical,9283,647.48,155.83,6010556.84,1446569.89
E1891,Andrea,Cosmeticos,Offline,Low,4450,654.34,425.18,2911813,1892051
E1892,Brandi,Material de oficina,Offline,Critical,2329,588.36,2.52,1370290.44,5869.08
E1893,Leslie,Cuidado personal,Offline,Medium,5276,947.9,273.43,5001120.4,1442616.68
E1894,Jessica,Frutas,Online,Critical,7053,774.33,444.96,5461349.49,3138302.88
E1895,Michael,Verduras,Online,Critical,2064,737.35,271.08,1521890.4,559509.12
E1896,Todd,Cuidado personal,Offline,Critical,2126,507.85,199.1,1079689.1,423286.6
E1897,Jennifer,Cuidado personal,Online,Medium,6806,644.95,62.9,4389529.7,428097.4
E1898,Patrick,Alimento infantil,Online,High,1880,498.27,351.93,936747.6,661628.4
E1899,Kyle,Snacks,Online,Critical,5222,685.04,377.48,3577278.88,1971200.56
E1900,Kimberly,Domestico,Offline,High,9453,500.27,80.02,4729052.31,756429.06
E1901,Thomas,Cosmeticos,Online,Low,5196,558.42,305.21,2901550.32,1585871.16
E1902,Karen,Domestico,Online,Low,4525,536.79,315.99,2428974.75,1429854.75
E1903,Jared,Frutas,Online,Critical,2421,852.87,414.53,2064798.27,1003577.13
E1904,Jacob,Frutas,Online,Low,6868,514.2,189.19,3531525.6,1299356.92
E1905,Donald,Bebida,Online,Critical,1497,916.17,128.79,1371506.49,192798.63
E1906,Frank,Cosmeticos,Online,Critical,8848,768.86,211.82,6802873.28,1874183.36
E1907,Nicholas,Verduras,Online,Critical,4609,742.01,415.36,3419924.09,1914394.24
E1908,Zachary,Frutas,Offline,High,5497,991.99,487.01,5452969.03,2677093.97
E1909,Heather,Verduras,Online,Medium,5254,595.55,429.31,3129019.7,2255594.74
E1910,Nicholas,Cereales,Online,High,3534,642.89,484.99,2271973.26,1713954.66
E1911,Brittany,Verduras,Offline,Critical,7285,592.37,126.06,4315415.45,918347.1
E1912,Christopher,Snacks,Online,High,5289,882.65,209.36,4668335.85,1107305.04
E1913,Brandon,Cosmeticos,Online,Medium,8870,465.42,71.5,4128275.4,634205
E1914,Mark,Snacks,Online,Medium,2626,960.91,348.27,2523349.66,914557.02
E1915,Sarah,Snacks,Offline,Medium,6677,437.67,347.36,2922322.59,2319322.72
E1916,William,Cuidado personal,Online,Medium,8782,539.91,196.51,4741489.62,1725750.82
E1917,Frank,Domestico,Offline,High,2184,514.52,228.12,1123711.68,498214.08
E1918,Samantha,Material de oficina,Online,Critical,6141,934.78,133.73,5740483.98,821235.93
E1919,Courtney,Snacks,Offline,High,1083,637.91,253.22,690856.53,274237.26
E1920,Amanda,Cosmeticos,Offline,Medium,8846,790.47,190.34,6992497.62,1683747.64
E1921,Tabitha,Material de oficina,Offline,High,1844,538.18,280.26,992403.92,516799.44
E1922,Frank,Cosmeticos,Offline,Critical,4518,968.65,246.75,4376360.7,1114816.5
E1923,Antonio,Cuidado personal,Offline,Low,9611,867.32,42.6,8335812.52,409428.6
E1924,Dorothy,Domestico,Offline,Critical,5194,665.93,356.96,3458840.42,1854050.24
E1925,Nicholas,Carnes,Offline,Low,614,885.59,72.2,543752.26,44330.8
E1926,Daniel,Cuidado personal,Online,Critical,3097,727.84,51.42,2254120.48,159247.74
E1927,James,Cuidado personal,Offline,Low,3237,783.92,437.4,2537549.04,1415863.8
E1928,Kevin,Frutas,Offline,Critical,2288,848.37,199.67,1941070.56,456844.96
E1929,Amber,Carnes,Offline,High,3292,420,224.96,1382640,740568.32
E1930,Kayla,Material de oficina,Offline,Low,5790,612.18,32.45,3544522.2,187885.5
E1931,Kelly,Snacks,Offline,Critical,9195,831.87,433.02,7649044.65,3981618.9
E1932,Amanda,Domestico,Offline,Critical,6169,451.96,39.23,2788141.24,242009.87
E1933,Travis,Domestico,Offline,Medium,9818,461.86,233.08,4534541.48,2288379.44
E1934,David,Cosmeticos,Online,Low,3868,874.67,232.92,3383223.56,900934.56
E1935,Robert,Frutas,Offline,Critical,5798,495.93,4.62,2875402.14,26786.76
E1936,Nicole,Cereales,Offline,Critical,8475,560.55,393.23,4750661.25,3332624.25
E1937,Craig,Bebida,Online,Low,1016,918.55,358.19,933246.8,363921.04
E1938,Melissa,Alimento infantil,Online,Critical,3479,656.23,286.56,2283024.17,996942.24
E1939,Katie,Frutas,Offline,High,5560,543.95,299.69,3024362,1666276.4
E1940,David,Ropa,Offline,High,2908,549.96,358.5,1599283.68,1042518
E1941,Joseph,Carnes,Offline,Critical,8422,796.29,23.49,6706354.38,197832.78
E1942,Austin,Snacks,Offline,Medium,8584,677.04,405.18,5811711.36,3478065.12
E1943,Ethan,Cuidado personal,Offline,Critical,595,719.93,455.12,428358.35,270796.4
E1944,Misty,Ropa,Offline,High,5606,440.36,433.34,2468658.16,2429304.04
E1945,James,Alimento infantil,Offline,Medium,559,981.02,275.61,548390.18,154065.99
E1946,Jennifer,Cereales,Offline,Low,8223,714.79,334.5,5877718.17,2750593.5
E1947,Amanda,Domestico,Offline,Critical,5279,557.41,12.15,2942567.39,64139.85
E1948,Jane,Cuidado personal,Offline,High,846,572.06,87.06,483962.76,73652.76
E1949,Kristen,Verduras,Online,Critical,8244,512.88,121.9,4228182.72,1004943.6
E1950,Alicia,Domestico,Offline,Medium,8430,914.83,496.2,7712016.9,4182966
E1951,Dean,Verduras,Offline,Critical,1542,688.45,291.73,1061589.9,449847.66
E1952,Gina,Snacks,Offline,Critical,9699,471.47,199.4,4572787.53,1933980.6
E1953,Cory,Cuidado personal,Offline,High,7490,662.03,157.28,4958604.7,1178027.2
E1954,Nicole,Cuidado personal,Online,Low,3570,736.36,96.21,2628805.2,343469.7
E1955,Stephanie,Cereales,Online,Medium,6009,648.02,156.91,3893952.18,942872.19
E1956,Mark,Domestico,Offline,Medium,4347,439.16,55.38,1909028.52,240736.86
E1957,Andrea,Cosmeticos,Online,High,4928,843.53,461.81,4156915.84,2275799.68
E1958,Jeffrey,Cereales,Offline,Low,2254,571.88,45.85,1289017.52,103345.9
E1959,Melinda,Bebida,Online,Critical,5967,628.67,119.72,3751273.89,714369.24
E1960,Jeffrey,Ropa,Offline,High,3062,937.19,45.86,2869675.78,140423.32
E1961,Karen,Cuidado personal,Online,Low,4695,415.08,488.29,1948800.6,2292521.55
E1962,Jennifer,Domestico,Online,Low,7855,522.78,449.66,4106436.9,3532079.3
E1963,Leslie,Ropa,Offline,Medium,8166,676.3,129.12,5522665.8,1054393.92
E1964,Melissa,Snacks,Online,Low,8106,688.4,44.91,5580170.4,364040.46
E1965,James,Ropa,Offline,Low,8004,873.9,204.44,6994695.6,1636337.76
E1966,Tyler,Carnes,Offline,Medium,4246,537.14,472.02,2280696.44,2004196.92
E1967,Richard,Cosmeticos,Offline,Low,4773,605.94,182.74,2892151.62,872218.02
E1968,Alyssa,Domestico,Offline,High,4580,472.5,164.5,2164050,753410
E1969,Laura,Bebida,Offline,Critical,9365,894.07,403.48,8372965.55,3778590.2
E1970,Laurie,Material de oficina,Online,High,6498,593.85,92.46,3858837.3,600805.08
E1971,Taylor,Snacks,Offline,Critical,4434,609.04,124.41,2700483.36,551633.94
E1972,Anthony,Alimento infantil,Offline,Critical,9722,959.69,104.01,9330106.18,1011185.22
E1973,Stuart,Cosmeticos,Offline,Low,4118,921.62,492.25,3795231.16,2027085.5
E1974,Kiara,Alimento infantil,Offline,Medium,655,670.79,182.72,439367.45,119681.6
E1975,Pamela,Domestico,Offline,Critical,5115,961.41,38.42,4917612.15,196518.3
E1976,Craig,Verduras,Offline,Low,7098,516.2,397.11,3663987.6,2818686.78
E1977,James,Material de oficina,Online,Critical,4725,790.49,377.77,3735065.25,1784963.25
E1978,Paul,Verduras,Offline,Medium,966,866.29,373.25,836836.14,360559.5
E1979,Christine,Frutas,Offline,High,899,706.6,44.48,635233.4,39987.52
E1980,Jeff,Ropa,Online,High,7223,595.76,328.28,4303174.48,2371166.44
E1981,Pamela,Carnes,Online,High,242,505.5,203.68,122331,49290.56
E1982,Harry,Verduras,Online,Critical,6432,641.05,12.73,4123233.6,81879.36
E1983,Adam,Bebida,Online,Medium,9411,683.58,99,6433171.38,931689
E1984,Tiffany,Domestico,Offline,Medium,8817,834.97,100.7,7361930.49,887871.9
E1985,Christine,Snacks,Online,Critical,8472,408.26,256.75,3458778.72,2175186
E1986,Jacob,Material de oficina,Online,Critical,2323,920.04,357.78,2137252.92,831122.94
E1987,Sarah,Ropa,Online,High,6492,713.09,254.98,4629380.28,1655330.16
E1988,Jeffrey,Bebida,Offline,Critical,4976,762.05,167.05,3791960.8,831240.8
E1989,Megan,Snacks,Offline,Medium,9051,533.93,28.2,4832600.43,255238.2
E1990,Diana,Carnes,Online,High,7217,516.41,468.68,3726930.97,3382463.56
E1991,Jacob,Cosmeticos,Online,Medium,2162,474.62,131.69,1026128.44,284713.78
E1992,Elizabeth,Bebida,Offline,Critical,7595,727.66,163.46,5526577.7,1241478.7
E1993,Brenda,Cuidado personal,Offline,Low,6066,619.18,449.75,3755945.88,2728183.5
E1994,Colin,Verduras,Offline,Low,6080,703.75,159.22,4278800,968057.6
E1995,Melissa,Snacks,Offline,High,3506,996.25,326.09,3492852.5,1143271.54
E1996,Zachary,Bebida,Online,Low,8240,462.33,33.09,3809599.2,272661.6
E1997,Gregory,Bebida,Online,Critical,7679,623.74,283.76,4789699.46,2178993.04
E1998,Sarah,Cereales,Offline,Low,9827,659.71,207.2,6482970.17,2036154.4
E1999,Zachary,Ropa,Online,Medium,3833,710.93,116.27,2724994.69,445662.91
E2000,Tyler,Material de oficina,Offline,Medium,9315,979.82,130.56,9127023.3,1216166.4
E2001,Courtney,Domestico,Online,Medium,5861,933.13,10.82,5469074.93,63416.02
E2002,Robert,Carnes,Offline,High,4855,874.53,197.02,4245843.15,956532.1
E2003,Melissa,Material de oficina,Offline,Medium,6323,558.5,218.15,3531395.5,1379362.45
E2004,Connor,Domestico,Online,High,439,441.05,214.07,193620.95,93976.73
E2005,Misty,Frutas,Online,Low,9648,809.59,404.24,7810924.32,3900107.52
E2006,Laura,Cereales,Offline,Medium,1749,422.61,390.09,739144.89,682267.41
E2007,Mary,Bebida,Online,Critical,2389,968.97,240.46,2314869.33,574458.94
E2008,Daniel,Frutas,Online,Critical,2087,477.79,254.13,997147.73,530369.31
E2009,Sonia,Material de oficina,Online,High,462,570.32,50.44,263487.84,23303.28
E2010,Kristen,Carnes,Online,Medium,4264,640.89,423.17,2732754.96,1804396.88
E2011,Nicholas,Ropa,Online,Medium,499,828.65,133.11,413496.35,66421.89
